"Plot Title: EHP-04"
"#","Date Time, GMT-03:00","Chuva, mm (LGR S/N: 10440736, SEN S/N: 10440736, LBL: Chuva)","Soma Acum.: Chuva, mm (LGR S/N: 10440736)"
255,12/19/19 11:35:00 AM,,0.0
256,12/19/19 11:40:00 AM,,0.0
257,12/19/19 11:45:00 AM,,0.0
258,12/19/19 11:50:00 AM,,0.0
259,12/19/19 11:55:00 AM,,0.0
260,12/19/19 12:00:00 PM,,0.0
261,12/19/19 12:05:00 PM,,0.0
262,12/19/19 12:10:00 PM,,0.0
263,12/19/19 12:15:00 PM,,0.0
264,12/19/19 12:20:00 PM,,0.0
265,12/19/19 12:25:00 PM,,0.0
266,12/19/19 12:30:00 PM,,0.0
267,12/19/19 12:35:00 PM,,0.0
268,12/19/19 12:40:00 PM,,0.0
269,12/19/19 12:45:00 PM,,0.0
270,12/19/19 12:50:00 PM,,0.0
271,12/19/19 12:55:00 PM,,0.0
272,12/19/19 01:00:00 PM,,0.0
273,12/19/19 01:05:00 PM,,0.0
274,12/19/19 01:10:00 PM,,0.0
275,12/19/19 01:15:00 PM,,0.0
276,12/19/19 01:20:00 PM,,0.0
277,12/19/19 01:25:00 PM,,0.0
278,12/19/19 01:30:00 PM,,0.0
279,12/19/19 01:35:00 PM,,0.0
280,12/19/19 01:40:00 PM,,0.0
281,12/19/19 01:45:00 PM,,0.0
282,12/19/19 01:50:00 PM,,0.0
283,12/19/19 01:55:00 PM,,0.0
284,12/19/19 02:00:00 PM,,0.0
285,12/19/19 02:05:00 PM,,0.0
286,12/19/19 02:10:00 PM,,0.0
287,12/19/19 02:15:00 PM,,0.0
288,12/19/19 02:20:00 PM,,0.0
289,12/19/19 02:25:00 PM,,0.0
290,12/19/19 02:30:00 PM,,0.0
291,12/19/19 02:35:00 PM,,0.0
292,12/19/19 02:40:00 PM,,0.0
293,12/19/19 02:45:00 PM,,0.0
294,12/19/19 02:50:00 PM,,0.0
295,12/19/19 02:55:00 PM,,0.0
296,12/19/19 03:00:00 PM,,0.0
297,12/19/19 03:05:00 PM,,0.0
298,12/19/19 03:10:00 PM,,0.0
299,12/19/19 03:15:00 PM,,0.0
300,12/19/19 03:20:00 PM,,0.0
301,12/19/19 03:25:00 PM,,0.0
302,12/19/19 03:30:00 PM,,0.0
303,12/19/19 03:35:00 PM,,0.0
304,12/19/19 03:40:00 PM,,0.0
305,12/19/19 03:45:00 PM,,0.0
306,12/19/19 03:50:00 PM,,0.0
307,12/19/19 03:55:00 PM,,0.0
308,12/19/19 04:00:00 PM,,0.0
309,12/19/19 04:05:00 PM,,0.0
310,12/19/19 04:10:00 PM,,0.0
311,12/19/19 04:15:00 PM,,0.0
312,12/19/19 04:20:00 PM,,0.0
313,12/19/19 04:25:00 PM,,0.0
314,12/19/19 04:30:00 PM,,0.0
315,12/19/19 04:35:00 PM,,0.0
316,12/19/19 04:40:00 PM,,0.0
317,12/19/19 04:45:00 PM,,0.0
318,12/19/19 04:50:00 PM,,0.0
319,12/19/19 04:55:00 PM,,0.0
320,12/19/19 05:00:00 PM,,0.0
321,12/19/19 05:05:00 PM,,0.0
322,12/19/19 05:10:00 PM,,0.0
323,12/19/19 05:15:00 PM,,0.0
324,12/19/19 05:20:00 PM,,0.0
325,12/19/19 05:25:00 PM,,0.0
326,12/19/19 05:30:00 PM,,0.0
327,12/19/19 05:35:00 PM,,0.0
328,12/19/19 05:40:00 PM,,0.0
329,12/19/19 05:45:00 PM,,0.0
330,12/19/19 05:50:00 PM,,0.0
331,12/19/19 05:55:00 PM,,0.0
332,12/19/19 06:00:00 PM,,0.0
333,12/19/19 06:05:00 PM,,0.0
334,12/19/19 06:10:00 PM,,0.0
335,12/19/19 06:15:00 PM,,0.0
336,12/19/19 06:20:00 PM,,0.0
337,12/19/19 06:25:00 PM,,0.0
338,12/19/19 06:30:00 PM,,0.0
339,12/19/19 06:35:00 PM,,0.0
340,12/19/19 06:40:00 PM,,0.0
341,12/19/19 06:45:00 PM,,0.0
342,12/19/19 06:50:00 PM,,0.0
343,12/19/19 06:55:00 PM,,0.0
344,12/19/19 07:00:00 PM,,0.0
345,12/19/19 07:05:00 PM,,0.0
346,12/19/19 07:10:00 PM,,0.0
347,12/19/19 07:15:00 PM,,0.0
348,12/19/19 07:20:00 PM,,0.0
349,12/19/19 07:25:00 PM,,0.0
350,12/19/19 07:30:00 PM,,0.0
351,12/19/19 07:35:00 PM,,0.0
352,12/19/19 07:40:00 PM,,0.0
353,12/19/19 07:45:00 PM,,0.0
354,12/19/19 07:50:00 PM,,0.0
355,12/19/19 07:55:00 PM,,0.0
356,12/19/19 08:00:00 PM,,0.0
357,12/19/19 08:05:00 PM,,0.0
358,12/19/19 08:10:00 PM,,0.0
359,12/19/19 08:15:00 PM,,0.0
360,12/19/19 08:20:00 PM,,0.0
361,12/19/19 08:25:00 PM,,0.0
362,12/19/19 08:30:00 PM,,0.0
363,12/19/19 08:35:00 PM,,0.0
364,12/19/19 08:40:00 PM,,0.0
365,12/19/19 08:45:00 PM,,0.0
366,12/19/19 08:50:00 PM,,0.0
367,12/19/19 08:55:00 PM,,0.0
368,12/19/19 09:00:00 PM,,0.0
369,12/19/19 09:05:00 PM,,0.0
370,12/19/19 09:10:00 PM,,0.0
371,12/19/19 09:15:00 PM,,0.0
372,12/19/19 09:20:00 PM,,0.0
373,12/19/19 09:25:00 PM,,0.0
374,12/19/19 09:30:00 PM,,0.0
375,12/19/19 09:35:00 PM,,0.0
376,12/19/19 09:40:00 PM,,0.0
377,12/19/19 09:45:00 PM,,0.0
378,12/19/19 09:50:00 PM,,0.0
379,12/19/19 09:55:00 PM,,0.0
380,12/19/19 10:00:00 PM,,0.0
381,12/19/19 10:05:00 PM,,0.0
382,12/19/19 10:10:00 PM,,0.0
383,12/19/19 10:15:00 PM,,0.0
384,12/19/19 10:20:00 PM,,0.0
385,12/19/19 10:25:00 PM,,0.0
386,12/19/19 10:30:00 PM,,0.0
387,12/19/19 10:35:00 PM,,0.0
388,12/19/19 10:40:00 PM,,0.0
389,12/19/19 10:45:00 PM,,0.0
390,12/19/19 10:50:00 PM,,0.0
391,12/19/19 10:55:00 PM,,0.0
392,12/19/19 11:00:00 PM,,0.0
393,12/19/19 11:05:00 PM,,0.0
394,12/19/19 11:10:00 PM,,0.0
395,12/19/19 11:15:00 PM,,0.0
396,12/19/19 11:20:00 PM,,0.0
397,12/19/19 11:25:00 PM,,0.0
398,12/19/19 11:30:00 PM,,0.0
399,12/19/19 11:35:00 PM,,0.0
400,12/19/19 11:40:00 PM,,0.0
401,12/19/19 11:45:00 PM,,0.0
402,12/19/19 11:50:00 PM,,0.0
403,12/19/19 11:55:00 PM,,0.0
404,12/20/19 12:00:00 AM,,0.0
405,12/20/19 12:05:00 AM,,0.0
406,12/20/19 12:10:00 AM,,0.0
407,12/20/19 12:15:00 AM,,0.0
408,12/20/19 12:20:00 AM,,0.0
409,12/20/19 12:25:00 AM,,0.0
410,12/20/19 12:30:00 AM,,0.0
411,12/20/19 12:35:00 AM,,0.0
412,12/20/19 12:40:00 AM,,0.0
413,12/20/19 12:45:00 AM,,0.0
414,12/20/19 12:50:00 AM,,0.0
415,12/20/19 12:55:00 AM,,0.0
416,12/20/19 01:00:00 AM,,0.0
417,12/20/19 01:05:00 AM,,0.0
418,12/20/19 01:10:00 AM,,0.0
419,12/20/19 01:15:00 AM,,0.0
420,12/20/19 01:20:00 AM,,0.0
421,12/20/19 01:25:00 AM,,0.0
422,12/20/19 01:30:00 AM,,0.0
423,12/20/19 01:35:00 AM,,0.0
424,12/20/19 01:40:00 AM,,0.0
425,12/20/19 01:45:00 AM,,0.0
426,12/20/19 01:50:00 AM,,0.0
427,12/20/19 01:55:00 AM,,0.0
428,12/20/19 02:00:00 AM,,0.0
429,12/20/19 02:05:00 AM,,0.0
430,12/20/19 02:10:00 AM,,0.0
431,12/20/19 02:15:00 AM,,0.0
432,12/20/19 02:20:00 AM,,0.0
433,12/20/19 02:25:00 AM,,0.0
434,12/20/19 02:30:00 AM,,0.0
435,12/20/19 02:35:00 AM,,0.0
436,12/20/19 02:40:00 AM,,0.0
437,12/20/19 02:45:00 AM,,0.0
438,12/20/19 02:50:00 AM,,0.0
439,12/20/19 02:55:00 AM,,0.0
440,12/20/19 03:00:00 AM,,0.0
441,12/20/19 03:05:00 AM,,0.0
442,12/20/19 03:10:00 AM,,0.0
443,12/20/19 03:15:00 AM,,0.0
444,12/20/19 03:20:00 AM,,0.0
445,12/20/19 03:25:00 AM,,0.0
446,12/20/19 03:30:00 AM,,0.0
447,12/20/19 03:35:00 AM,,0.0
448,12/20/19 03:40:00 AM,,0.0
449,12/20/19 03:45:00 AM,,0.0
450,12/20/19 03:50:00 AM,,0.0
451,12/20/19 03:55:00 AM,,0.0
452,12/20/19 04:00:00 AM,,0.0
453,12/20/19 04:05:00 AM,,0.0
454,12/20/19 04:10:00 AM,,0.0
455,12/20/19 04:15:00 AM,,0.0
456,12/20/19 04:20:00 AM,,0.0
457,12/20/19 04:25:00 AM,,0.0
458,12/20/19 04:30:00 AM,,0.0
459,12/20/19 04:35:00 AM,,0.0
460,12/20/19 04:40:00 AM,,0.0
461,12/20/19 04:45:00 AM,,0.0
462,12/20/19 04:50:00 AM,,0.0
463,12/20/19 04:55:00 AM,,0.0
464,12/20/19 05:00:00 AM,,0.0
465,12/20/19 05:05:00 AM,,0.0
466,12/20/19 05:10:00 AM,,0.0
467,12/20/19 05:15:00 AM,,0.0
468,12/20/19 05:20:00 AM,,0.0
469,12/20/19 05:25:00 AM,,0.0
470,12/20/19 05:30:00 AM,,0.0
471,12/20/19 05:35:00 AM,,0.0
472,12/20/19 05:40:00 AM,,0.0
473,12/20/19 05:45:00 AM,,0.0
474,12/20/19 05:50:00 AM,,0.0
475,12/20/19 05:55:00 AM,,0.0
476,12/20/19 06:00:00 AM,,0.0
477,12/20/19 06:05:00 AM,,0.0
478,12/20/19 06:10:00 AM,,0.0
479,12/20/19 06:15:00 AM,,0.0
480,12/20/19 06:20:00 AM,,0.0
481,12/20/19 06:25:00 AM,,0.0
482,12/20/19 06:30:00 AM,,0.0
483,12/20/19 06:35:00 AM,,0.0
484,12/20/19 06:40:00 AM,,0.0
485,12/20/19 06:45:00 AM,,0.0
486,12/20/19 06:50:00 AM,,0.0
487,12/20/19 06:55:00 AM,,0.0
488,12/20/19 07:00:00 AM,,0.0
489,12/20/19 07:05:00 AM,,0.0
490,12/20/19 07:10:00 AM,,0.0
491,12/20/19 07:15:00 AM,,0.0
492,12/20/19 07:20:00 AM,,0.0
493,12/20/19 07:25:00 AM,,0.0
494,12/20/19 07:30:00 AM,,0.0
495,12/20/19 07:35:00 AM,,0.0
496,12/20/19 07:40:00 AM,,0.0
497,12/20/19 07:45:00 AM,,0.0
498,12/20/19 07:50:00 AM,,0.0
499,12/20/19 07:55:00 AM,,0.0
500,12/20/19 08:00:00 AM,,0.0
501,12/20/19 08:05:00 AM,,0.0
502,12/20/19 08:10:00 AM,,0.0
503,12/20/19 08:15:00 AM,,0.0
504,12/20/19 08:20:00 AM,,0.0
505,12/20/19 08:25:00 AM,,0.0
506,12/20/19 08:30:00 AM,,0.0
507,12/20/19 08:35:00 AM,,0.0
508,12/20/19 08:40:00 AM,,0.0
509,12/20/19 08:45:00 AM,,0.0
510,12/20/19 08:50:00 AM,,0.0
511,12/20/19 08:55:00 AM,,0.0
512,12/20/19 09:00:00 AM,,0.0
513,12/20/19 09:05:00 AM,,0.0
514,12/20/19 09:10:00 AM,,0.0
515,12/20/19 09:15:00 AM,,0.0
516,12/20/19 09:20:00 AM,,0.0
517,12/20/19 09:25:00 AM,,0.0
518,12/20/19 09:30:00 AM,,0.0
519,12/20/19 09:35:00 AM,,0.0
520,12/20/19 09:40:00 AM,,0.0
521,12/20/19 09:45:00 AM,,0.0
522,12/20/19 09:50:00 AM,,0.0
523,12/20/19 09:55:00 AM,,0.0
524,12/20/19 10:00:00 AM,,0.0
525,12/20/19 10:05:00 AM,,0.0
526,12/20/19 10:10:00 AM,,0.0
527,12/20/19 10:15:00 AM,,0.0
528,12/20/19 10:20:00 AM,,0.0
529,12/20/19 10:25:00 AM,,0.0
530,12/20/19 10:30:00 AM,,0.0
531,12/20/19 10:35:00 AM,,0.0
532,12/20/19 10:40:00 AM,,0.0
533,12/20/19 10:45:00 AM,,0.0
534,12/20/19 10:50:00 AM,,0.0
535,12/20/19 10:55:00 AM,,0.0
536,12/20/19 11:00:00 AM,,0.0
537,12/20/19 11:05:00 AM,,0.0
538,12/20/19 11:10:00 AM,,0.0
539,12/20/19 11:15:00 AM,,0.0
540,12/20/19 11:20:00 AM,,0.0
541,12/20/19 11:25:00 AM,,0.0
542,12/20/19 11:30:00 AM,,0.0
543,12/20/19 11:35:00 AM,,0.0
544,12/20/19 11:40:00 AM,,0.0
545,12/20/19 11:45:00 AM,,0.0
546,12/20/19 11:50:00 AM,,0.0
547,12/20/19 11:55:00 AM,,0.0
548,12/20/19 12:00:00 PM,,0.0
549,12/20/19 12:05:00 PM,,0.0
550,12/20/19 12:10:00 PM,,0.0
551,12/20/19 12:15:00 PM,,0.0
552,12/20/19 12:20:00 PM,,0.0
553,12/20/19 12:25:00 PM,,0.0
554,12/20/19 12:30:00 PM,,0.0
555,12/20/19 12:35:00 PM,,0.0
556,12/20/19 12:40:00 PM,,0.0
557,12/20/19 12:45:00 PM,,0.0
558,12/20/19 12:50:00 PM,,0.0
559,12/20/19 12:55:00 PM,,0.0
560,12/20/19 01:00:00 PM,,0.0
561,12/20/19 01:05:00 PM,,0.0
562,12/20/19 01:10:00 PM,,0.0
563,12/20/19 01:15:00 PM,,0.0
564,12/20/19 01:20:00 PM,,0.0
565,12/20/19 01:25:00 PM,,0.0
566,12/20/19 01:30:00 PM,,0.0
567,12/20/19 01:35:00 PM,,0.0
568,12/20/19 01:40:00 PM,,0.0
569,12/20/19 01:45:00 PM,,0.0
570,12/20/19 01:50:00 PM,,0.0
571,12/20/19 01:55:00 PM,,0.0
572,12/20/19 02:00:00 PM,,0.0
573,12/20/19 02:05:00 PM,,0.0
574,12/20/19 02:10:00 PM,,0.0
575,12/20/19 02:15:00 PM,,0.0
576,12/20/19 02:20:00 PM,,0.0
577,12/20/19 02:25:00 PM,,0.0
578,12/20/19 02:30:00 PM,,0.0
579,12/20/19 02:35:00 PM,,0.0
580,12/20/19 02:40:00 PM,,0.0
581,12/20/19 02:45:00 PM,,0.0
582,12/20/19 02:50:00 PM,,0.0
583,12/20/19 02:55:00 PM,,0.0
584,12/20/19 03:00:00 PM,,0.0
585,12/20/19 03:05:00 PM,,0.0
586,12/20/19 03:10:00 PM,,0.0
587,12/20/19 03:15:00 PM,,0.0
588,12/20/19 03:20:00 PM,,0.0
589,12/20/19 03:25:00 PM,,0.0
590,12/20/19 03:30:00 PM,,0.0
591,12/20/19 03:35:00 PM,,0.0
592,12/20/19 03:40:00 PM,,0.0
593,12/20/19 03:45:00 PM,,0.0
594,12/20/19 03:50:00 PM,,0.0
595,12/20/19 03:55:00 PM,,0.0
596,12/20/19 04:00:00 PM,,0.0
597,12/20/19 04:05:00 PM,,0.0
598,12/20/19 04:10:00 PM,,0.0
599,12/20/19 04:15:00 PM,,0.0
600,12/20/19 04:20:00 PM,,0.0
601,12/20/19 04:25:00 PM,,0.0
602,12/20/19 04:30:00 PM,,0.0
603,12/20/19 04:35:00 PM,,0.0
604,12/20/19 04:40:00 PM,,0.0
605,12/20/19 04:45:00 PM,,0.0
606,12/20/19 04:50:00 PM,,0.0
607,12/20/19 04:55:00 PM,,0.0
608,12/20/19 05:00:00 PM,,0.0
609,12/20/19 05:05:00 PM,,0.0
610,12/20/19 05:10:00 PM,,0.0
611,12/20/19 05:15:00 PM,,0.0
612,12/20/19 05:20:00 PM,,0.0
613,12/20/19 05:25:00 PM,,0.0
614,12/20/19 05:30:00 PM,,0.0
615,12/20/19 05:35:00 PM,,0.0
616,12/20/19 05:40:00 PM,,0.0
617,12/20/19 05:45:00 PM,,0.0
618,12/20/19 05:50:00 PM,,0.0
619,12/20/19 05:55:00 PM,,0.0
620,12/20/19 06:00:00 PM,,0.0
621,12/20/19 06:05:00 PM,,0.0
622,12/20/19 06:10:00 PM,,0.0
623,12/20/19 06:15:00 PM,,0.0
624,12/20/19 06:20:00 PM,,0.0
625,12/20/19 06:25:00 PM,,0.0
626,12/20/19 06:30:00 PM,,0.0
627,12/20/19 06:35:00 PM,,0.0
