"Plot Title: Nivel_Elerht"
"#","Date Time, GMT-03:00","Abs Pres, psi (LGR S/N: 10416742, SEN S/N: 10416742)","Temp, °C (LGR S/N: 10416742, SEN S/N: 10416742)","Máx.: Pressão, psi (LGR S/N: 10416742)"
95,11/07/19 06:50:00 PM,14.2600,18.140,14.2600
96,11/07/19 06:55:00 PM,14.2624,18.140,14.2624
97,11/07/19 07:00:00 PM,14.2600,18.140,14.2600
98,11/07/19 07:05:00 PM,14.2621,18.045,14.2621
99,11/07/19 07:10:00 PM,14.2621,18.045,14.2621
100,11/07/19 07:15:00 PM,14.2619,17.950,14.2619
101,11/07/19 07:20:00 PM,14.2643,17.950,14.2643
102,11/07/19 07:25:00 PM,14.2665,17.855,14.2665
103,11/07/19 07:30:00 PM,14.2713,17.855,14.2713
104,11/07/19 07:35:00 PM,14.2688,17.855,14.2688
105,11/07/19 07:40:00 PM,14.2662,17.760,14.2662
106,11/07/19 07:45:00 PM,14.2710,17.760,14.2710
107,11/07/19 07:50:00 PM,14.2685,17.760,14.2685
108,11/07/19 07:55:00 PM,14.2685,17.760,14.2685
109,11/07/19 08:00:00 PM,14.2684,17.665,14.2684
110,11/07/19 08:05:00 PM,14.2684,17.665,14.2684
111,11/07/19 08:10:00 PM,14.2707,17.665,14.2707
112,11/07/19 08:15:00 PM,14.2753,17.570,14.2753
113,11/07/19 08:20:00 PM,14.2729,17.570,14.2729
114,11/07/19 08:25:00 PM,14.2753,17.570,14.2753
115,11/07/19 08:30:00 PM,14.2704,17.570,14.2704
116,11/07/19 08:35:00 PM,14.2750,17.475,14.2750
117,11/07/19 08:40:00 PM,14.2726,17.475,14.2726
118,11/07/19 08:45:00 PM,14.2772,17.379,14.2772
119,11/07/19 08:50:00 PM,14.2748,17.379,14.2748
120,11/07/19 08:55:00 PM,14.2820,17.379,14.2820
121,11/07/19 09:00:00 PM,14.2845,17.379,14.2845
122,11/07/19 09:05:00 PM,14.2820,17.379,14.2820
123,11/07/19 09:10:00 PM,14.2817,17.284,14.2817
124,11/07/19 09:15:00 PM,14.2890,17.284,14.2890
125,11/07/19 09:20:00 PM,14.2867,17.284,14.2867
126,11/07/19 09:25:00 PM,14.2842,17.284,14.2842
127,11/07/19 09:30:00 PM,14.2887,17.189,14.2887
128,11/07/19 09:35:00 PM,14.2864,17.189,14.2864
129,11/07/19 09:40:00 PM,14.2839,17.189,14.2839
130,11/07/19 09:45:00 PM,14.2864,17.189,14.2864
131,11/07/19 09:50:00 PM,14.2836,17.094,14.2836
132,11/07/19 09:55:00 PM,14.2885,17.094,14.2885
133,11/07/19 10:00:00 PM,14.2861,17.094,14.2861
134,11/07/19 10:05:00 PM,14.2861,17.094,14.2861
135,11/07/19 10:10:00 PM,14.2885,17.094,14.2885
136,11/07/19 10:15:00 PM,14.2906,16.999,14.2906
137,11/07/19 10:20:00 PM,14.2906,16.999,14.2906
138,11/07/19 10:25:00 PM,14.2906,16.999,14.2906
139,11/07/19 10:30:00 PM,14.2882,16.999,14.2882
140,11/07/19 10:35:00 PM,14.2906,16.999,14.2906
141,11/07/19 10:40:00 PM,14.2930,16.999,14.2930
142,11/07/19 10:45:00 PM,14.2955,16.999,14.2955
143,11/07/19 10:50:00 PM,14.2906,16.999,14.2906
144,11/07/19 10:55:00 PM,14.2955,16.999,14.2955
145,11/07/19 11:00:00 PM,14.2906,16.999,14.2906
146,11/07/19 11:05:00 PM,14.2906,16.999,14.2906
147,11/07/19 11:10:00 PM,14.2882,16.999,14.2882
148,11/07/19 11:15:00 PM,14.2880,16.903,14.2880
149,11/07/19 11:20:00 PM,14.2904,16.903,14.2904
150,11/07/19 11:25:00 PM,14.2832,16.903,14.2832
151,11/07/19 11:30:00 PM,14.2855,16.903,14.2855
152,11/07/19 11:35:00 PM,14.2880,16.903,14.2880
153,11/07/19 11:40:00 PM,14.2852,16.808,14.2852
154,11/07/19 11:45:00 PM,14.2852,16.808,14.2852
155,11/07/19 11:50:00 PM,14.2829,16.808,14.2829
156,11/07/19 11:55:00 PM,14.2852,16.808,14.2852
157,11/08/19 12:00:00 AM,14.2829,16.808,14.2829
158,11/08/19 12:05:00 AM,14.2874,16.713,14.2874
159,11/08/19 12:10:00 AM,14.2826,16.713,14.2826
160,11/08/19 12:15:00 AM,14.2798,16.618,14.2798
161,11/08/19 12:20:00 AM,14.2826,16.713,14.2826
162,11/08/19 12:25:00 AM,14.2801,16.713,14.2801
163,11/08/19 12:30:00 AM,14.2826,16.713,14.2826
164,11/08/19 12:35:00 AM,14.2826,16.713,14.2826
165,11/08/19 12:40:00 AM,14.2829,16.808,14.2829
166,11/08/19 12:45:00 AM,14.2829,16.808,14.2829
167,11/08/19 12:50:00 AM,14.2829,16.808,14.2829
168,11/08/19 12:55:00 AM,14.2804,16.808,14.2804
169,11/08/19 01:00:00 AM,14.2804,16.808,14.2804
170,11/08/19 01:05:00 AM,14.2804,16.808,14.2804
171,11/08/19 01:10:00 AM,14.2804,16.808,14.2804
172,11/08/19 01:15:00 AM,14.2804,16.808,14.2804
173,11/08/19 01:20:00 AM,14.2780,16.808,14.2780
174,11/08/19 01:25:00 AM,14.2780,16.808,14.2780
175,11/08/19 01:30:00 AM,14.2756,16.808,14.2756
176,11/08/19 01:35:00 AM,14.2804,16.808,14.2804
177,11/08/19 01:40:00 AM,14.2780,16.808,14.2780
178,11/08/19 01:45:00 AM,14.2801,16.713,14.2801
179,11/08/19 01:50:00 AM,14.2778,16.713,14.2778
180,11/08/19 01:55:00 AM,14.2780,16.808,14.2780
181,11/08/19 02:00:00 AM,14.2756,16.808,14.2756
182,11/08/19 02:05:00 AM,14.2732,16.808,14.2732
183,11/08/19 02:10:00 AM,14.2756,16.808,14.2756
184,11/08/19 02:15:00 AM,14.2732,16.808,14.2732
185,11/08/19 02:20:00 AM,14.2756,16.808,14.2756
186,11/08/19 02:25:00 AM,14.2780,16.808,14.2780
187,11/08/19 02:30:00 AM,14.2780,16.808,14.2780
188,11/08/19 02:35:00 AM,14.2756,16.808,14.2756
189,11/08/19 02:40:00 AM,14.2732,16.808,14.2732
190,11/08/19 02:45:00 AM,14.2756,16.808,14.2756
191,11/08/19 02:50:00 AM,14.2753,16.713,14.2753
192,11/08/19 02:55:00 AM,14.2778,16.713,14.2778
193,11/08/19 03:00:00 AM,14.2753,16.713,14.2753
194,11/08/19 03:05:00 AM,14.2775,16.618,14.2775
195,11/08/19 03:10:00 AM,14.2750,16.618,14.2750
196,11/08/19 03:15:00 AM,14.2748,16.523,14.2748
197,11/08/19 03:20:00 AM,14.2769,16.427,14.2769
198,11/08/19 03:25:00 AM,14.2794,16.427,14.2794
199,11/08/19 03:30:00 AM,14.2817,16.427,14.2817
200,11/08/19 03:35:00 AM,14.2769,16.427,14.2769
201,11/08/19 03:40:00 AM,14.2794,16.427,14.2794
202,11/08/19 03:45:00 AM,14.2794,16.427,14.2794
203,11/08/19 03:50:00 AM,14.2820,16.523,14.2820
204,11/08/19 03:55:00 AM,14.2772,16.523,14.2772
205,11/08/19 04:00:00 AM,14.2772,16.523,14.2772
206,11/08/19 04:05:00 AM,14.2820,16.523,14.2820
207,11/08/19 04:10:00 AM,14.2772,16.523,14.2772
208,11/08/19 04:15:00 AM,14.2798,16.618,14.2798
209,11/08/19 04:20:00 AM,14.2775,16.618,14.2775
210,11/08/19 04:25:00 AM,14.2798,16.618,14.2798
211,11/08/19 04:30:00 AM,14.2798,16.618,14.2798
212,11/08/19 04:35:00 AM,14.2798,16.618,14.2798
213,11/08/19 04:40:00 AM,14.2798,16.618,14.2798
214,11/08/19 04:45:00 AM,14.2823,16.618,14.2823
215,11/08/19 04:50:00 AM,14.2823,16.618,14.2823
216,11/08/19 04:55:00 AM,14.2871,16.618,14.2871
217,11/08/19 05:00:00 AM,14.2845,16.523,14.2845
218,11/08/19 05:05:00 AM,14.2845,16.523,14.2845
219,11/08/19 05:10:00 AM,14.2820,16.523,14.2820
220,11/08/19 05:15:00 AM,14.2845,16.523,14.2845
221,11/08/19 05:20:00 AM,14.2890,16.427,14.2890
222,11/08/19 05:25:00 AM,14.2867,16.427,14.2867
223,11/08/19 05:30:00 AM,14.2890,16.427,14.2890
224,11/08/19 05:35:00 AM,14.2911,16.332,14.2911
225,11/08/19 05:40:00 AM,14.2888,16.332,14.2888
226,11/08/19 05:45:00 AM,14.2911,16.332,14.2911
227,11/08/19 05:50:00 AM,14.2911,16.332,14.2911
228,11/08/19 05:55:00 AM,14.2933,16.237,14.2933
229,11/08/19 06:00:00 AM,14.2933,16.237,14.2933
230,11/08/19 06:05:00 AM,14.2933,16.237,14.2933
231,11/08/19 06:10:00 AM,14.2983,16.237,14.2983
232,11/08/19 06:15:00 AM,14.2958,16.237,14.2958
233,11/08/19 06:20:00 AM,14.2983,16.237,14.2983
234,11/08/19 06:25:00 AM,14.2983,16.237,14.2983
235,11/08/19 06:30:00 AM,14.2983,16.237,14.2983
236,11/08/19 06:35:00 AM,14.3006,16.237,14.3006
237,11/08/19 06:40:00 AM,14.2983,16.237,14.2983
238,11/08/19 06:45:00 AM,14.2983,16.237,14.2983
239,11/08/19 06:50:00 AM,14.3006,16.237,14.3006
240,11/08/19 06:55:00 AM,14.3033,16.332,14.3033
241,11/08/19 07:00:00 AM,14.3033,16.332,14.3033
242,11/08/19 07:05:00 AM,14.3033,16.332,14.3033
243,11/08/19 07:10:00 AM,14.3036,16.427,14.3036
244,11/08/19 07:15:00 AM,14.3012,16.427,14.3012
245,11/08/19 07:20:00 AM,14.3036,16.427,14.3036
246,11/08/19 07:25:00 AM,14.3062,16.523,14.3062
247,11/08/19 07:30:00 AM,14.3062,16.523,14.3062
248,11/08/19 07:35:00 AM,14.3038,16.523,14.3038
249,11/08/19 07:40:00 AM,14.3065,16.618,14.3065
250,11/08/19 07:45:00 AM,14.3065,16.618,14.3065
251,11/08/19 07:50:00 AM,14.3091,16.713,14.3091
252,11/08/19 07:55:00 AM,14.3091,16.713,14.3091
253,11/08/19 08:00:00 AM,14.3119,16.808,14.3119
254,11/08/19 08:05:00 AM,14.3097,16.903,14.3097
255,11/08/19 08:10:00 AM,14.3072,16.903,14.3072
256,11/08/19 08:15:00 AM,14.3075,16.999,14.3075
257,11/08/19 08:20:00 AM,14.3103,17.094,14.3103
258,11/08/19 08:25:00 AM,14.3078,17.094,14.3078
259,11/08/19 08:30:00 AM,14.3081,17.189,14.3081
260,11/08/19 08:35:00 AM,14.3106,17.189,14.3106
261,11/08/19 08:40:00 AM,14.3132,17.284,14.3132
262,11/08/19 08:45:00 AM,14.3110,17.379,14.3110
263,11/08/19 08:50:00 AM,14.3113,17.475,14.3113
264,11/08/19 08:55:00 AM,14.3087,17.379,14.3087
265,11/08/19 09:00:00 AM,14.3138,17.475,14.3138
266,11/08/19 09:05:00 AM,14.3088,17.475,14.3088
267,11/08/19 09:10:00 AM,14.3138,17.475,14.3138
268,11/08/19 09:15:00 AM,14.3116,17.570,14.3116
269,11/08/19 09:20:00 AM,14.3094,17.665,14.3094
270,11/08/19 09:25:00 AM,14.3097,17.760,14.3097
271,11/08/19 09:30:00 AM,14.3049,17.760,14.3049
272,11/08/19 09:35:00 AM,14.3075,17.855,14.3075
273,11/08/19 09:40:00 AM,14.3051,17.855,14.3051
274,11/08/19 09:45:00 AM,14.3054,17.950,14.3054
275,11/08/19 09:50:00 AM,14.3030,17.950,14.3030
276,11/08/19 09:55:00 AM,14.3032,18.045,14.3032
277,11/08/19 10:00:00 AM,14.3009,18.045,14.3009
278,11/08/19 10:05:00 AM,14.3012,18.140,14.3012
279,11/08/19 10:10:00 AM,14.2990,18.236,14.2990
280,11/08/19 10:15:00 AM,14.3014,18.236,14.3014
281,11/08/19 10:20:00 AM,14.3016,18.331,14.3016
282,11/08/19 10:25:00 AM,14.3041,18.331,14.3041
283,11/08/19 10:30:00 AM,14.3068,18.426,14.3068
284,11/08/19 10:35:00 AM,14.2997,18.521,14.2997
285,11/08/19 10:40:00 AM,14.2997,18.521,14.2997
286,11/08/19 10:45:00 AM,14.3000,18.616,14.3000
287,11/08/19 10:50:00 AM,14.3025,18.616,14.3025
288,11/08/19 10:55:00 AM,14.3025,18.616,14.3025
289,11/08/19 11:00:00 AM,14.3025,18.616,14.3025
290,11/08/19 11:05:00 AM,14.3028,18.711,14.3028
291,11/08/19 11:10:00 AM,14.3003,18.711,14.3003
292,11/08/19 11:15:00 AM,14.3006,18.806,14.3006
293,11/08/19 11:20:00 AM,14.2984,18.901,14.2984
294,11/08/19 11:25:00 AM,14.2984,18.901,14.2984
295,11/08/19 11:30:00 AM,14.2987,18.996,14.2987
296,11/08/19 11:35:00 AM,14.2968,19.187,14.2968
297,11/08/19 11:40:00 AM,14.2968,19.187,14.2968
298,11/08/19 11:45:00 AM,14.2946,19.282,14.2946
299,11/08/19 11:50:00 AM,14.2946,19.282,14.2946
300,11/08/19 11:55:00 AM,14.2946,19.282,14.2946
301,11/08/19 12:00:00 PM,14.2926,19.377,14.2926
302,11/08/19 12:05:00 PM,14.2977,19.472,14.2977
303,11/08/19 12:10:00 PM,14.2952,19.472,14.2952
304,11/08/19 12:15:00 PM,14.2927,19.472,14.2927
305,11/08/19 12:20:00 PM,14.2927,19.472,14.2927
306,11/08/19 12:25:00 PM,14.2933,19.662,14.2933
307,11/08/19 12:30:00 PM,14.2910,19.662,14.2910
308,11/08/19 12:35:00 PM,14.2911,19.758,14.2911
309,11/08/19 12:40:00 PM,14.2888,19.758,14.2888
310,11/08/19 12:45:00 PM,14.2888,19.758,14.2888
311,11/08/19 12:50:00 PM,14.2891,19.853,14.2891
312,11/08/19 12:55:00 PM,14.2891,19.853,14.2891
313,11/08/19 01:00:00 PM,14.2869,19.948,14.2869
314,11/08/19 01:05:00 PM,14.2869,19.948,14.2869
315,11/08/19 01:10:00 PM,14.2869,19.948,14.2869
316,11/08/19 01:15:00 PM,14.2845,19.948,14.2845
317,11/08/19 01:20:00 PM,14.2845,19.948,14.2845
318,11/08/19 01:25:00 PM,14.2869,19.948,14.2869
319,11/08/19 01:30:00 PM,14.2869,19.948,14.2869
320,11/08/19 01:35:00 PM,14.2845,19.948,14.2845
321,11/08/19 01:40:00 PM,14.2845,19.948,14.2845
322,11/08/19 01:45:00 PM,14.2820,19.948,14.2820
323,11/08/19 01:50:00 PM,14.2820,19.948,14.2820
324,11/08/19 01:55:00 PM,14.2797,19.948,14.2797
325,11/08/19 02:00:00 PM,14.2797,19.948,14.2797
326,11/08/19 02:05:00 PM,14.2797,19.948,14.2797
327,11/08/19 02:10:00 PM,14.2797,19.948,14.2797
328,11/08/19 02:15:00 PM,14.2772,19.948,14.2772
329,11/08/19 02:20:00 PM,14.2772,19.948,14.2772
330,11/08/19 02:25:00 PM,14.2794,19.853,14.2794
331,11/08/19 02:30:00 PM,14.2746,19.853,14.2746
332,11/08/19 02:35:00 PM,14.2769,19.853,14.2769
333,11/08/19 02:40:00 PM,14.2746,19.853,14.2746
334,11/08/19 02:45:00 PM,14.2746,19.853,14.2746
335,11/08/19 02:50:00 PM,14.2746,19.853,14.2746
336,11/08/19 02:55:00 PM,14.2746,19.853,14.2746
337,11/08/19 03:00:00 PM,14.2719,19.758,14.2719
338,11/08/19 03:05:00 PM,14.2719,19.758,14.2719
339,11/08/19 03:10:00 PM,14.2719,19.758,14.2719
340,11/08/19 03:15:00 PM,14.2746,19.853,14.2746
341,11/08/19 03:20:00 PM,14.2746,19.853,14.2746
342,11/08/19 03:25:00 PM,14.2748,19.948,14.2748
343,11/08/19 03:30:00 PM,14.2703,20.043,14.2703
344,11/08/19 03:35:00 PM,14.2750,20.043,14.2750
345,11/08/19 03:40:00 PM,14.2730,20.138,14.2730
346,11/08/19 03:45:00 PM,14.2730,20.138,14.2730
347,11/08/19 03:50:00 PM,14.2778,20.138,14.2778
348,11/08/19 03:55:00 PM,14.2750,20.043,14.2750
349,11/08/19 04:00:00 PM,14.2753,20.138,14.2753
350,11/08/19 04:05:00 PM,14.2750,20.043,14.2750
351,11/08/19 04:10:00 PM,14.2769,19.853,14.2769
352,11/08/19 04:15:00 PM,14.2743,19.758,14.2743
353,11/08/19 04:20:00 PM,14.2764,19.662,14.2764
354,11/08/19 04:25:00 PM,14.2737,19.567,14.2737
355,11/08/19 04:30:00 PM,14.2782,19.472,14.2782
356,11/08/19 04:35:00 PM,14.2780,19.377,14.2780
357,11/08/19 04:40:00 PM,14.2780,19.377,14.2780
358,11/08/19 04:45:00 PM,14.2778,19.282,14.2778
359,11/08/19 04:50:00 PM,14.2778,19.282,14.2778
360,11/08/19 04:55:00 PM,14.2753,19.282,14.2753
361,11/08/19 05:00:00 PM,14.2778,19.282,14.2778
362,11/08/19 05:05:00 PM,14.2798,19.187,14.2798
363,11/08/19 05:10:00 PM,14.2798,19.187,14.2798
364,11/08/19 05:15:00 PM,14.2778,19.282,14.2778
365,11/08/19 05:20:00 PM,14.2826,19.282,14.2826
366,11/08/19 05:25:00 PM,14.2798,19.187,14.2798
367,11/08/19 05:30:00 PM,14.2820,19.092,14.2820
368,11/08/19 05:35:00 PM,14.2845,19.092,14.2845
369,11/08/19 05:40:00 PM,14.2842,18.996,14.2842
370,11/08/19 05:45:00 PM,14.2839,18.901,14.2839
371,11/08/19 05:50:00 PM,14.2836,18.806,14.2836
372,11/08/19 05:55:00 PM,14.2813,18.806,14.2813
373,11/08/19 06:00:00 PM,14.2833,18.711,14.2833
374,11/08/19 06:05:00 PM,14.2810,18.711,14.2810
375,11/08/19 06:10:00 PM,14.2855,18.616,14.2855
376,11/08/19 06:15:00 PM,14.2807,18.616,14.2807
377,11/08/19 06:20:00 PM,14.2855,18.616,14.2855
378,11/08/19 06:25:00 PM,14.2829,18.521,14.2829
379,11/08/19 06:30:00 PM,14.2829,18.521,14.2829
380,11/08/19 06:35:00 PM,14.2826,18.426,14.2826
381,11/08/19 06:40:00 PM,14.2801,18.426,14.2801
382,11/08/19 06:45:00 PM,14.2849,18.426,14.2849
383,11/08/19 06:50:00 PM,14.2848,18.331,14.2848
384,11/08/19 06:55:00 PM,14.2871,18.331,14.2871
385,11/08/19 07:00:00 PM,14.2871,18.331,14.2871
386,11/08/19 07:05:00 PM,14.2893,18.236,14.2893
387,11/08/19 07:10:00 PM,14.2868,18.236,14.2868
388,11/08/19 07:15:00 PM,14.2917,18.236,14.2917
389,11/08/19 07:20:00 PM,14.2893,18.236,14.2893
390,11/08/19 07:25:00 PM,14.2939,18.140,14.2939
391,11/08/19 07:30:00 PM,14.2939,18.140,14.2939
392,11/08/19 07:35:00 PM,14.2939,18.140,14.2939
393,11/08/19 07:40:00 PM,14.2962,18.140,14.2962
394,11/08/19 07:45:00 PM,14.2939,18.140,14.2939
395,11/08/19 07:50:00 PM,14.2939,18.140,14.2939
396,11/08/19 07:55:00 PM,14.2914,18.140,14.2914
397,11/08/19 08:00:00 PM,14.2939,18.140,14.2939
398,11/08/19 08:05:00 PM,14.2939,18.140,14.2939
399,11/08/19 08:10:00 PM,14.2939,18.140,14.2939
400,11/08/19 08:15:00 PM,14.2959,18.045,14.2959
401,11/08/19 08:20:00 PM,14.2959,18.045,14.2959
402,11/08/19 08:25:00 PM,14.2959,18.045,14.2959
403,11/08/19 08:30:00 PM,14.3009,18.045,14.3009
404,11/08/19 08:35:00 PM,14.2984,18.045,14.2984
405,11/08/19 08:40:00 PM,14.2984,18.045,14.2984
406,11/08/19 08:45:00 PM,14.3009,18.045,14.3009
407,11/08/19 08:50:00 PM,14.2984,18.045,14.2984
408,11/08/19 08:55:00 PM,14.2984,18.045,14.2984
409,11/08/19 09:00:00 PM,14.3009,18.045,14.3009
410,11/08/19 09:05:00 PM,14.3032,18.045,14.3032
411,11/08/19 09:10:00 PM,14.3057,18.045,14.3057
412,11/08/19 09:15:00 PM,14.3081,18.045,14.3081
413,11/08/19 09:20:00 PM,14.3081,18.045,14.3081
414,11/08/19 09:25:00 PM,14.3054,17.950,14.3054
415,11/08/19 09:30:00 PM,14.3054,17.950,14.3054
416,11/08/19 09:35:00 PM,14.3078,17.950,14.3078
417,11/08/19 09:40:00 PM,14.3078,17.950,14.3078
418,11/08/19 09:45:00 PM,14.3103,17.950,14.3103
419,11/08/19 09:50:00 PM,14.3126,17.950,14.3126
420,11/08/19 09:55:00 PM,14.3126,17.950,14.3126
421,11/08/19 10:00:00 PM,14.3126,17.950,14.3126
422,11/08/19 10:05:00 PM,14.3126,17.950,14.3126
423,11/08/19 10:10:00 PM,14.3103,17.950,14.3103
424,11/08/19 10:15:00 PM,14.3148,17.855,14.3148
425,11/08/19 10:20:00 PM,14.3123,17.855,14.3123
426,11/08/19 10:25:00 PM,14.3123,17.855,14.3123
427,11/08/19 10:30:00 PM,14.3148,17.855,14.3148
428,11/08/19 10:35:00 PM,14.3123,17.855,14.3123
429,11/08/19 10:40:00 PM,14.3123,17.855,14.3123
430,11/08/19 10:45:00 PM,14.3123,17.855,14.3123
431,11/08/19 10:50:00 PM,14.3123,17.855,14.3123
432,11/08/19 10:55:00 PM,14.3123,17.855,14.3123
433,11/08/19 11:00:00 PM,14.3123,17.855,14.3123
434,11/08/19 11:05:00 PM,14.3100,17.855,14.3100
435,11/08/19 11:10:00 PM,14.3097,17.760,14.3097
436,11/08/19 11:15:00 PM,14.3122,17.760,14.3122
437,11/08/19 11:20:00 PM,14.3097,17.760,14.3097
438,11/08/19 11:25:00 PM,14.3097,17.760,14.3097
439,11/08/19 11:30:00 PM,14.3097,17.760,14.3097
440,11/08/19 11:35:00 PM,14.3072,17.760,14.3072
441,11/08/19 11:40:00 PM,14.3070,17.665,14.3070
442,11/08/19 11:45:00 PM,14.3094,17.665,14.3094
443,11/08/19 11:50:00 PM,14.3070,17.665,14.3070
