"Plot Title: EH-P05"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20497856, SEN S/N: 20497856)","CHUVA, mm (LGR S/N: 20497856, SEN S/N: 20497856)","Soma Acum.: CHUVA, mm (LGR S/N: 20497856)"
74,02/26/20 10:05:00 PM,12.787,,0.0
75,02/26/20 10:10:00 PM,12.594,,0.0
76,02/26/20 10:15:00 PM,12.497,,0.0
77,02/26/20 10:20:00 PM,12.401,,0.0
78,02/26/20 10:25:00 PM,12.304,,0.0
79,02/26/20 10:30:00 PM,12.207,,0.0
80,02/26/20 10:35:00 PM,12.207,,0.0
81,02/26/20 10:40:00 PM,12.110,,0.0
82,02/26/20 10:45:00 PM,12.110,,0.0
83,02/26/20 10:50:00 PM,12.110,,0.0
84,02/26/20 10:55:00 PM,12.013,,0.0
85,02/26/20 11:00:00 PM,12.013,,0.0
86,02/26/20 11:05:00 PM,11.916,,0.0
87,02/26/20 11:10:00 PM,11.916,,0.0
88,02/26/20 11:15:00 PM,11.819,,0.0
89,02/26/20 11:20:00 PM,11.819,,0.0
90,02/26/20 11:25:00 PM,11.819,,0.0
91,02/26/20 11:30:00 PM,11.819,,0.0
92,02/26/20 11:35:00 PM,11.819,,0.0
93,02/26/20 11:40:00 PM,11.722,,0.0
94,02/26/20 11:45:00 PM,11.722,,0.0
95,02/26/20 11:50:00 PM,11.625,,0.0
96,02/26/20 11:55:00 PM,11.625,,0.0
97,02/27/20 12:00:00 AM,11.625,,0.0
98,02/27/20 12:05:00 AM,11.625,,0.0
99,02/27/20 12:10:00 AM,11.625,,0.0
100,02/27/20 12:15:00 AM,11.625,,0.0
101,02/27/20 12:20:00 AM,11.625,,0.0
102,02/27/20 12:25:00 AM,11.625,,0.0
103,02/27/20 12:30:00 AM,11.625,,0.0
104,02/27/20 12:35:00 AM,11.722,,0.0
105,02/27/20 12:40:00 AM,11.625,,0.0
106,02/27/20 12:45:00 AM,11.625,,0.0
107,02/27/20 12:50:00 AM,11.625,,0.0
108,02/27/20 12:55:00 AM,11.528,,0.0
109,02/27/20 01:00:00 AM,11.431,,0.0
110,02/27/20 01:05:00 AM,11.431,,0.0
111,02/27/20 01:10:00 AM,11.528,,0.0
112,02/27/20 01:15:00 AM,11.528,,0.0
113,02/27/20 01:20:00 AM,11.528,,0.0
114,02/27/20 01:25:00 AM,11.431,,0.0
115,02/27/20 01:30:00 AM,11.334,,0.0
116,02/27/20 01:35:00 AM,11.334,,0.0
117,02/27/20 01:40:00 AM,11.236,,0.0
118,02/27/20 01:45:00 AM,11.139,,0.0
119,02/27/20 01:50:00 AM,11.041,,0.0
120,02/27/20 01:55:00 AM,10.944,,0.0
121,02/27/20 02:00:00 AM,10.944,,0.0
122,02/27/20 02:05:00 AM,10.944,,0.0
123,02/27/20 02:10:00 AM,10.944,,0.0
124,02/27/20 02:15:00 AM,10.944,,0.0
125,02/27/20 02:20:00 AM,11.041,,0.0
126,02/27/20 02:25:00 AM,11.041,,0.0
127,02/27/20 02:30:00 AM,11.139,,0.0
128,02/27/20 02:35:00 AM,11.236,,0.0
129,02/27/20 02:40:00 AM,11.334,,0.0
130,02/27/20 02:45:00 AM,11.236,,0.0
131,02/27/20 02:50:00 AM,11.236,,0.0
132,02/27/20 02:55:00 AM,11.236,,0.0
133,02/27/20 03:00:00 AM,11.236,,0.0
134,02/27/20 03:05:00 AM,11.139,,0.0
135,02/27/20 03:10:00 AM,11.139,,0.0
136,02/27/20 03:15:00 AM,11.139,,0.0
137,02/27/20 03:20:00 AM,11.236,,0.0
138,02/27/20 03:25:00 AM,11.236,,0.0
139,02/27/20 03:30:00 AM,11.236,,0.0
140,02/27/20 03:35:00 AM,11.236,,0.0
141,02/27/20 03:40:00 AM,11.139,,0.0
142,02/27/20 03:45:00 AM,11.139,,0.0
143,02/27/20 03:50:00 AM,11.041,,0.0
144,02/27/20 03:55:00 AM,10.944,,0.0
145,02/27/20 04:00:00 AM,11.041,,0.0
146,02/27/20 04:05:00 AM,11.139,,0.0
147,02/27/20 04:10:00 AM,11.334,,0.0
148,02/27/20 04:15:00 AM,11.528,,0.0
149,02/27/20 04:20:00 AM,11.625,,0.0
150,02/27/20 04:25:00 AM,11.722,,0.0
151,02/27/20 04:30:00 AM,11.819,,0.0
152,02/27/20 04:35:00 AM,11.916,,0.0
153,02/27/20 04:40:00 AM,12.013,,0.0
154,02/27/20 04:45:00 AM,12.207,,0.0
155,02/27/20 04:50:00 AM,12.304,,0.0
156,02/27/20 04:55:00 AM,12.401,,0.0
157,02/27/20 05:00:00 AM,12.401,,0.0
158,02/27/20 05:05:00 AM,12.401,,0.0
159,02/27/20 05:10:00 AM,12.401,,0.0
160,02/27/20 05:15:00 AM,12.401,,0.0
161,02/27/20 05:20:00 AM,12.304,,0.0
162,02/27/20 05:25:00 AM,12.304,,0.0
163,02/27/20 05:30:00 AM,12.207,,0.0
164,02/27/20 05:35:00 AM,12.207,,0.0
165,02/27/20 05:40:00 AM,12.207,,0.0
166,02/27/20 05:45:00 AM,12.304,,0.0
167,02/27/20 05:50:00 AM,12.401,,0.0
168,02/27/20 05:55:00 AM,12.401,,0.0
169,02/27/20 06:00:00 AM,12.401,,0.0
170,02/27/20 06:05:00 AM,12.401,,0.0
171,02/27/20 06:10:00 AM,12.497,,0.0
172,02/27/20 06:15:00 AM,12.401,,0.0
173,02/27/20 06:20:00 AM,12.497,,0.0
174,02/27/20 06:25:00 AM,12.497,,0.0
175,02/27/20 06:30:00 AM,12.497,,0.0
176,02/27/20 06:35:00 AM,12.497,,0.0
177,02/27/20 06:40:00 AM,12.594,,0.0
178,02/27/20 06:45:00 AM,12.787,,0.0
179,02/27/20 06:50:00 AM,13.076,,0.0
180,02/27/20 06:55:00 AM,13.558,,0.0
181,02/27/20 07:00:00 AM,13.942,,0.0
182,02/27/20 07:05:00 AM,14.517,,0.0
183,02/27/20 07:10:00 AM,14.996,,0.0
184,02/27/20 07:15:00 AM,15.569,,0.0
185,02/27/20 07:20:00 AM,16.332,,0.0
186,02/27/20 07:25:00 AM,17.094,,0.0
187,02/27/20 07:30:00 AM,17.950,,0.0
188,02/27/20 07:35:00 AM,18.806,,0.0
189,02/27/20 07:40:00 AM,19.662,,0.0
190,02/27/20 07:45:00 AM,20.234,,0.0
191,02/27/20 07:50:00 AM,20.710,,0.0
192,02/27/20 07:55:00 AM,21.187,,0.0
193,02/27/20 08:00:00 AM,21.378,,0.0
194,02/27/20 08:05:00 AM,21.664,,0.0
195,02/27/20 08:10:00 AM,22.046,,0.0
196,02/27/20 08:15:00 AM,22.333,,0.0
197,02/27/20 08:20:00 AM,22.525,,0.0
198,02/27/20 08:25:00 AM,22.908,,0.0
199,02/27/20 08:30:00 AM,23.196,,0.0
200,02/27/20 08:35:00 AM,23.484,,0.0
201,02/27/20 08:40:00 AM,23.581,,0.0
202,02/27/20 08:45:00 AM,23.677,,0.0
203,02/27/20 08:50:00 AM,23.773,,0.0
204,02/27/20 08:55:00 AM,23.966,,0.0
205,02/27/20 09:00:00 AM,24.062,,0.0
206,02/27/20 09:05:00 AM,24.255,,0.0
207,02/27/20 09:10:00 AM,24.351,,0.0
208,02/27/20 09:15:00 AM,24.641,,0.0
209,02/27/20 09:20:00 AM,24.738,,0.0
210,02/27/20 09:25:00 AM,25.125,,0.0
211,02/27/20 09:30:00 AM,25.513,,0.0
212,02/27/20 09:35:00 AM,25.805,,0.0
213,02/27/20 09:40:00 AM,25.902,,0.0
214,02/27/20 09:45:00 AM,26.000,,0.0
215,02/27/20 09:50:00 AM,26.195,,0.0
216,02/27/20 09:55:00 AM,26.292,,0.0
217,02/27/20 10:00:00 AM,26.390,,0.0
218,02/27/20 10:05:00 AM,26.585,,0.0
219,02/27/20 10:10:00 AM,26.781,,0.0
220,02/27/20 10:15:00 AM,26.879,,0.0
221,02/27/20 10:20:00 AM,26.781,,0.0
222,02/27/20 10:25:00 AM,26.781,,0.0
223,02/27/20 10:30:00 AM,26.879,,0.0
224,02/27/20 10:35:00 AM,27.075,,0.0
225,02/27/20 10:40:00 AM,27.272,,0.0
226,02/27/20 10:45:00 AM,27.468,,0.0
227,02/27/20 10:50:00 AM,27.862,,0.0
228,02/27/20 10:55:00 AM,28.258,,0.0
229,02/27/20 11:00:00 AM,28.258,,0.0
230,02/27/20 11:05:00 AM,28.159,,0.0
231,02/27/20 11:10:00 AM,28.357,,0.0
232,02/27/20 11:15:00 AM,28.456,,0.0
233,02/27/20 11:20:00 AM,28.555,,0.0
234,02/27/20 11:25:00 AM,28.754,,0.0
235,02/27/20 11:30:00 AM,28.754,,0.0
236,02/27/20 11:35:00 AM,28.853,,0.0
237,02/27/20 11:40:00 AM,29.053,,0.0
238,02/27/20 11:45:00 AM,29.053,,0.0
239,02/27/20 11:50:00 AM,28.953,,0.0
240,02/27/20 11:55:00 AM,28.953,,0.0
241,02/27/20 12:00:00 PM,29.152,,0.0
242,02/27/20 12:05:00 PM,29.152,,0.0
243,02/27/20 12:10:00 PM,29.053,,0.0
244,02/27/20 12:15:00 PM,29.053,,0.0
245,02/27/20 12:20:00 PM,28.754,,0.0
246,02/27/20 12:25:00 PM,28.754,,0.0
247,02/27/20 12:30:00 PM,28.754,,0.0
248,02/27/20 12:35:00 PM,28.853,,0.0
249,02/27/20 12:40:00 PM,28.655,,0.0
250,02/27/20 12:45:00 PM,28.357,,0.0
251,02/27/20 12:50:00 PM,28.555,,0.0
252,02/27/20 12:55:00 PM,28.953,,0.0
253,02/27/20 01:00:00 PM,29.053,,0.0
254,02/27/20 01:05:00 PM,29.053,,0.0
255,02/27/20 01:10:00 PM,29.352,,0.0
256,02/27/20 01:15:00 PM,29.752,,0.0
257,02/27/20 01:20:00 PM,29.853,,0.0
258,02/27/20 01:25:00 PM,29.853,,0.0
259,02/27/20 01:30:00 PM,29.452,,0.0
260,02/27/20 01:35:00 PM,29.152,,0.0
261,02/27/20 01:40:00 PM,29.152,,0.0
262,02/27/20 01:45:00 PM,29.452,,0.0
263,02/27/20 01:50:00 PM,29.953,,0.0
264,02/27/20 01:55:00 PM,30.054,,0.0
265,02/27/20 02:00:00 PM,29.853,,0.0
266,02/27/20 02:05:00 PM,29.853,,0.0
267,02/27/20 02:10:00 PM,29.953,,0.0
268,02/27/20 02:15:00 PM,30.255,,0.0
269,02/27/20 02:20:00 PM,30.255,,0.0
270,02/27/20 02:25:00 PM,30.457,,0.0
271,02/27/20 02:30:00 PM,30.963,,0.0
272,02/27/20 02:35:00 PM,31.064,,0.0
273,02/27/20 02:40:00 PM,30.862,,0.0
274,02/27/20 02:45:00 PM,30.659,,0.0
275,02/27/20 02:50:00 PM,30.457,,0.0
276,02/27/20 02:55:00 PM,30.457,,0.0
277,02/27/20 03:00:00 PM,30.457,,0.0
278,02/27/20 03:05:00 PM,30.154,,0.0
279,02/27/20 03:10:00 PM,29.953,,0.0
280,02/27/20 03:15:00 PM,30.154,,0.0
281,02/27/20 03:20:00 PM,30.356,,0.0
282,02/27/20 03:25:00 PM,30.760,,0.0
283,02/27/20 03:30:00 PM,31.268,,0.0
284,02/27/20 03:35:00 PM,31.574,,0.0
285,02/27/20 03:40:00 PM,31.574,,0.0
286,02/27/20 03:45:00 PM,31.574,,0.0
287,02/27/20 03:50:00 PM,31.268,,0.0
288,02/27/20 03:55:00 PM,30.963,,0.0
289,02/27/20 04:00:00 PM,30.963,,0.0
290,02/27/20 04:05:00 PM,30.862,,0.0
291,02/27/20 04:10:00 PM,30.558,,0.0
292,02/27/20 04:15:00 PM,30.255,,0.0
293,02/27/20 04:20:00 PM,30.154,,0.0
294,02/27/20 04:25:00 PM,30.054,,0.0
295,02/27/20 04:30:00 PM,29.853,,0.0
296,02/27/20 04:35:00 PM,29.652,,0.0
297,02/27/20 04:40:00 PM,29.452,,0.0
298,02/27/20 04:45:00 PM,29.552,,0.0
299,02/27/20 04:50:00 PM,29.652,,0.0
300,02/27/20 04:55:00 PM,29.552,,0.0
301,02/27/20 05:00:00 PM,29.452,,0.0
302,02/27/20 05:05:00 PM,29.252,,0.0
303,02/27/20 05:10:00 PM,29.152,,0.0
304,02/27/20 05:15:00 PM,28.953,,0.0
305,02/27/20 05:20:00 PM,28.754,,0.0
306,02/27/20 05:25:00 PM,28.655,,0.0
307,02/27/20 05:30:00 PM,28.555,,0.0
308,02/27/20 05:35:00 PM,28.357,,0.0
309,02/27/20 05:40:00 PM,28.060,,0.0
310,02/27/20 05:45:00 PM,27.665,,0.0
311,02/27/20 05:50:00 PM,27.272,,0.0
312,02/27/20 05:55:00 PM,26.879,,0.0
313,02/27/20 06:00:00 PM,26.585,,0.0
314,02/27/20 06:05:00 PM,26.292,,0.0
315,02/27/20 06:10:00 PM,25.902,,0.0
316,02/27/20 06:15:00 PM,25.513,,0.0
317,02/27/20 06:20:00 PM,25.125,,0.0
318,02/27/20 06:25:00 PM,24.738,,0.0
319,02/27/20 06:30:00 PM,24.255,,0.0
320,02/27/20 06:35:00 PM,23.869,,0.0
321,02/27/20 06:40:00 PM,23.388,,0.0
322,02/27/20 06:45:00 PM,22.908,,0.0
323,02/27/20 06:50:00 PM,22.429,,0.0
324,02/27/20 06:55:00 PM,21.855,,0.0
325,02/27/20 07:00:00 PM,21.378,,0.0
326,02/27/20 07:05:00 PM,20.996,,0.0
327,02/27/20 07:10:00 PM,20.710,,0.0
328,02/27/20 07:15:00 PM,20.329,,0.0
329,02/27/20 07:20:00 PM,20.043,,0.0
330,02/27/20 07:25:00 PM,19.758,,0.0
331,02/27/20 07:30:00 PM,19.567,,0.0
332,02/27/20 07:35:00 PM,19.282,,0.0
333,02/27/20 07:40:00 PM,18.996,,0.0
334,02/27/20 07:45:00 PM,18.711,,0.0
335,02/27/20 07:50:00 PM,18.521,,0.0
336,02/27/20 07:55:00 PM,18.236,,0.0
337,02/27/20 08:00:00 PM,17.950,,0.0
338,02/27/20 08:05:00 PM,17.665,,0.0
339,02/27/20 08:10:00 PM,17.379,,0.0
340,02/27/20 08:15:00 PM,17.189,,0.0
341,02/27/20 08:20:00 PM,16.999,,0.0
342,02/27/20 08:25:00 PM,16.808,,0.0
343,02/27/20 08:30:00 PM,16.618,,0.0
344,02/27/20 08:35:00 PM,16.523,,0.0
345,02/27/20 08:40:00 PM,16.332,,0.0
346,02/27/20 08:45:00 PM,16.332,,0.0
347,02/27/20 08:50:00 PM,16.332,,0.0
348,02/27/20 08:55:00 PM,16.332,,0.0
349,02/27/20 09:00:00 PM,16.237,,0.0
350,02/27/20 09:05:00 PM,16.237,,0.0
351,02/27/20 09:10:00 PM,16.141,,0.0
352,02/27/20 09:15:00 PM,16.046,,0.0
353,02/27/20 09:20:00 PM,16.046,,0.0
354,02/27/20 09:25:00 PM,15.951,,0.0
355,02/27/20 09:30:00 PM,15.951,,0.0
356,02/27/20 09:35:00 PM,15.951,,0.0
357,02/27/20 09:40:00 PM,15.951,,0.0
358,02/27/20 09:45:00 PM,15.951,,0.0
359,02/27/20 09:50:00 PM,15.951,,0.0
360,02/27/20 09:55:00 PM,15.855,,0.0
361,02/27/20 10:00:00 PM,15.855,,0.0
362,02/27/20 10:05:00 PM,15.855,,0.0
363,02/27/20 10:10:00 PM,15.760,,0.0
364,02/27/20 10:15:00 PM,15.760,,0.0
365,02/27/20 10:20:00 PM,15.664,,0.0
366,02/27/20 10:25:00 PM,15.664,,0.0
367,02/27/20 10:30:00 PM,15.664,,0.0
368,02/27/20 10:35:00 PM,15.569,,0.0
369,02/27/20 10:40:00 PM,15.569,,0.0
370,02/27/20 10:45:00 PM,15.473,,0.0
371,02/27/20 10:50:00 PM,15.473,,0.0
372,02/27/20 10:55:00 PM,15.378,,0.0
373,02/27/20 11:00:00 PM,15.378,,0.0
374,02/27/20 11:05:00 PM,15.282,,0.0
375,02/27/20 11:10:00 PM,15.187,,0.0
376,02/27/20 11:15:00 PM,15.187,,0.0
377,02/27/20 11:20:00 PM,15.091,,0.0
378,02/27/20 11:25:00 PM,15.187,,0.0
379,02/27/20 11:30:00 PM,15.187,,0.0
380,02/27/20 11:35:00 PM,15.187,,0.0
381,02/27/20 11:40:00 PM,15.187,,0.0
382,02/27/20 11:45:00 PM,15.187,,0.0
383,02/27/20 11:50:00 PM,15.187,,0.0
384,02/27/20 11:55:00 PM,15.187,,0.0
385,02/28/20 12:00:00 AM,15.187,,0.0
386,02/28/20 12:05:00 AM,15.187,,0.0
387,02/28/20 12:10:00 AM,15.282,,0.0
388,02/28/20 12:15:00 AM,15.282,,0.0
389,02/28/20 12:20:00 AM,15.282,,0.0
390,02/28/20 12:25:00 AM,15.282,,0.0
391,02/28/20 12:30:00 AM,15.282,,0.0
392,02/28/20 12:35:00 AM,15.091,,0.0
393,02/28/20 12:40:00 AM,14.996,,0.0
394,02/28/20 12:45:00 AM,14.900,,0.0
395,02/28/20 12:50:00 AM,14.804,,0.0
396,02/28/20 12:55:00 AM,14.613,,0.0
397,02/28/20 01:00:00 AM,14.421,,0.0
398,02/28/20 01:05:00 AM,14.325,,0.0
399,02/28/20 01:10:00 AM,14.230,,0.0
400,02/28/20 01:15:00 AM,14.134,,0.0
401,02/28/20 01:20:00 AM,14.038,,0.0
402,02/28/20 01:25:00 AM,13.942,,0.0
403,02/28/20 01:30:00 AM,13.942,,0.0
404,02/28/20 01:35:00 AM,13.846,,0.0
405,02/28/20 01:40:00 AM,13.654,,0.0
406,02/28/20 01:45:00 AM,13.461,,0.0
407,02/28/20 01:50:00 AM,13.461,,0.0
408,02/28/20 01:55:00 AM,13.461,,0.0
409,02/28/20 02:00:00 AM,13.654,,0.0
410,02/28/20 02:05:00 AM,13.846,,0.0
411,02/28/20 02:10:00 AM,14.038,,0.0
412,02/28/20 02:15:00 AM,14.230,,0.0
413,02/28/20 02:20:00 AM,14.325,,0.0
414,02/28/20 02:25:00 AM,14.325,,0.0
415,02/28/20 02:30:00 AM,14.421,,0.0
416,02/28/20 02:35:00 AM,14.517,,0.0
417,02/28/20 02:40:00 AM,14.613,,0.0
418,02/28/20 02:45:00 AM,14.613,,0.0
419,02/28/20 02:50:00 AM,14.709,,0.0
420,02/28/20 02:55:00 AM,14.804,,0.0
421,02/28/20 03:00:00 AM,14.900,,0.0
422,02/28/20 03:05:00 AM,14.996,,0.0
423,02/28/20 03:10:00 AM,15.091,,0.0
424,02/28/20 03:15:00 AM,15.091,,0.0
425,02/28/20 03:20:00 AM,15.091,,0.0
426,02/28/20 03:25:00 AM,14.996,,0.0
427,02/28/20 03:30:00 AM,14.996,,0.0
428,02/28/20 03:35:00 AM,14.900,,0.0
429,02/28/20 03:40:00 AM,14.804,,0.0
430,02/28/20 03:45:00 AM,14.804,,0.0
431,02/28/20 03:50:00 AM,14.804,,0.0
432,02/28/20 03:55:00 AM,14.804,,0.0
433,02/28/20 04:00:00 AM,14.804,,0.0
434,02/28/20 04:05:00 AM,14.900,,0.0
435,02/28/20 04:10:00 AM,14.804,,0.0
436,02/28/20 04:15:00 AM,14.804,,0.0
437,02/28/20 04:20:00 AM,14.900,,0.0
438,02/28/20 04:25:00 AM,14.900,,0.0
439,02/28/20 04:30:00 AM,15.091,,0.0
440,02/28/20 04:35:00 AM,15.091,,0.0
441,02/28/20 04:40:00 AM,15.091,,0.0
442,02/28/20 04:45:00 AM,14.900,,0.0
443,02/28/20 04:50:00 AM,14.613,,0.0
444,02/28/20 04:55:00 AM,14.421,,0.0
445,02/28/20 05:00:00 AM,14.230,,0.0
446,02/28/20 05:05:00 AM,14.038,,0.0
447,02/28/20 05:10:00 AM,13.846,,0.0
448,02/28/20 05:15:00 AM,13.654,,0.0
449,02/28/20 05:20:00 AM,13.461,,0.0
450,02/28/20 05:25:00 AM,13.269,,0.0
451,02/28/20 05:30:00 AM,13.076,,0.0
452,02/28/20 05:35:00 AM,13.076,,0.0
453,02/28/20 05:40:00 AM,12.980,,0.0
454,02/28/20 05:45:00 AM,12.980,,0.0
455,02/28/20 05:50:00 AM,12.980,,0.0
456,02/28/20 05:55:00 AM,12.980,,0.0
457,02/28/20 06:00:00 AM,12.980,,0.0
458,02/28/20 06:05:00 AM,12.980,,0.0
459,02/28/20 06:10:00 AM,12.980,,0.0
460,02/28/20 06:15:00 AM,12.883,,0.0
461,02/28/20 06:20:00 AM,12.883,,0.0
462,02/28/20 06:25:00 AM,12.980,,0.0
463,02/28/20 06:30:00 AM,13.076,,0.0
464,02/28/20 06:35:00 AM,13.173,,0.0
465,02/28/20 06:40:00 AM,13.365,,0.0
466,02/28/20 06:45:00 AM,13.942,,0.0
467,02/28/20 06:50:00 AM,14.709,,0.0
468,02/28/20 06:55:00 AM,15.664,,0.0
469,02/28/20 07:00:00 AM,16.618,,0.0
470,02/28/20 07:05:00 AM,17.570,,0.0
471,02/28/20 07:10:00 AM,18.616,,0.0
472,02/28/20 07:15:00 AM,19.472,,0.0
473,02/28/20 07:20:00 AM,20.234,,0.0
474,02/28/20 07:25:00 AM,20.805,,0.0
475,02/28/20 07:30:00 AM,21.473,,0.0
476,02/28/20 07:35:00 AM,22.046,,0.0
477,02/28/20 07:40:00 AM,22.717,,0.0
478,02/28/20 07:45:00 AM,23.292,,0.0
479,02/28/20 07:50:00 AM,23.773,,0.0
480,02/28/20 07:55:00 AM,24.255,,0.0
481,02/28/20 08:00:00 AM,24.641,,0.0
482,02/28/20 08:05:00 AM,24.931,,0.0
483,02/28/20 08:10:00 AM,25.319,,0.0
484,02/28/20 08:15:00 AM,25.610,,0.0
485,02/28/20 08:20:00 AM,25.902,,0.0
486,02/28/20 08:25:00 AM,26.292,,0.0
487,02/28/20 08:30:00 AM,26.585,,0.0
488,02/28/20 08:35:00 AM,26.977,,0.0
489,02/28/20 08:40:00 AM,27.370,,0.0
490,02/28/20 08:45:00 AM,27.764,,0.0
491,02/28/20 08:50:00 AM,28.060,,0.0
492,02/28/20 08:55:00 AM,28.258,,0.0
493,02/28/20 09:00:00 AM,28.159,,0.0
494,02/28/20 09:05:00 AM,27.961,,0.0
495,02/28/20 09:10:00 AM,28.060,,0.0
496,02/28/20 09:15:00 AM,28.159,,0.0
497,02/28/20 09:20:00 AM,28.357,,0.0
498,02/28/20 09:25:00 AM,28.456,,0.0
499,02/28/20 09:30:00 AM,28.555,,0.0
500,02/28/20 09:35:00 AM,28.754,,0.0
501,02/28/20 09:40:00 AM,28.953,,0.0
502,02/28/20 09:45:00 AM,29.352,,0.0
503,02/28/20 09:50:00 AM,29.652,,0.0
504,02/28/20 09:55:00 AM,29.953,,0.0
505,02/28/20 10:00:00 AM,30.356,,0.0
506,02/28/20 10:05:00 AM,30.558,,0.0
507,02/28/20 10:10:00 AM,30.862,,0.0
508,02/28/20 10:15:00 AM,31.268,,0.0
509,02/28/20 10:20:00 AM,31.676,,0.0
510,02/28/20 10:25:00 AM,32.086,,0.0
511,02/28/20 10:30:00 AM,32.394,,0.0
512,02/28/20 10:35:00 AM,32.394,,0.0
513,02/28/20 10:40:00 AM,32.807,,0.0
514,02/28/20 10:45:00 AM,33.326,,0.0
515,02/28/20 10:50:00 AM,33.326,,0.0
516,02/28/20 10:55:00 AM,33.118,,0.0
517,02/28/20 11:00:00 AM,33.118,,0.0
518,02/28/20 11:05:00 AM,33.014,,0.0
519,02/28/20 11:10:00 AM,33.222,,0.0
520,02/28/20 11:15:00 AM,33.535,,0.0
521,02/28/20 11:20:00 AM,33.639,,0.0
522,02/28/20 11:25:00 AM,33.639,,0.0
523,02/28/20 11:30:00 AM,33.430,,0.0
524,02/28/20 11:35:00 AM,33.326,,0.0
525,02/28/20 11:40:00 AM,33.430,,0.0
526,02/28/20 11:45:00 AM,33.430,,0.0
527,02/28/20 11:50:00 AM,33.430,,0.0
528,02/28/20 11:55:00 AM,33.430,,0.0
